,gene,transcript,protein_change,score,pvalue,qvalue,info
0,ARID1A,ENST00000324856,.,.,8.0,3.569074074074075e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
10490,SUCNR1,ENST00000362032,.,.,0.15981232609215965,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
10491,OR5AN1,ENST00000313940,.,.,0.15976213096872044,1.0,SAMPLES=44;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
10492,BCL2A1,ENST00000267953,.,.,0.1597558569861874,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
10493,NAT16,ENST00000300303,.,.,0.15974330929302377,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
10494,KRTAP5-11,ENST00000398530,.,.,0.15971194164609,1.0,SAMPLES=25;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
10495,OR4F6,ENST00000328882,.,.,0.1596053085898784,1.0,SAMPLES=67;SNV=68;INDEL=2;STRATIFIED_FDR=1.0
10496,KCNK3,ENST00000302909,.,.,0.15958022226351384,1.0,SAMPLES=48;SNV=51;INDEL=1;STRATIFIED_FDR=1.0
10497,C16orf80,ENST00000262498,.,.,0.1595488663931776,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
10498,PSD,ENST00000020673,.,.,0.15953005395758077,1.0,SAMPLES=120;SNV=127;INDEL=2;STRATIFIED_FDR=1.0
10499,CAMK2B,ENST00000395749,.,.,0.15950497197767755,1.0,SAMPLES=79;SNV=82;INDEL=0;STRATIFIED_FDR=1.0
10500,MAP3K9,ENST00000555993,.,.,0.1594673517236813,1.0,SAMPLES=116;SNV=123;INDEL=0;STRATIFIED_FDR=1.0
10501,MRPL10,ENST00000290208,.,.,0.15944854281866663,1.0,SAMPLES=21;SNV=22;INDEL=0;STRATIFIED_FDR=1.0
10502,MAPK9,ENST00000452135,.,.,0.1593921209907098,1.0,SAMPLES=31;SNV=30;INDEL=1;STRATIFIED_FDR=1.0
10503,NPRL3,ENST00000399953,.,.,0.159373315343518,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
10504,TTI2,ENST00000431156,.,.,0.1593670469754086,1.0,SAMPLES=37;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
10505,TTPAL,ENST00000372904,.,.,0.15936077869777207,1.0,SAMPLES=31;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
10506,RPS26,ENST00000356464,.,.,0.1593169032873373,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
10507,BLCAP,ENST00000414542,.,.,0.1592855664220672,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
10508,BDH2,ENST00000296424,.,.,0.1592855664220672,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
10509,FAM186A,ENST00000327337,.,.,0.1592667653881933,1.0,SAMPLES=48;SNV=49;INDEL=2;STRATIFIED_FDR=1.0
10510,ENTHD1,ENST00000325157,.,.,0.15924796516819925,1.0,SAMPLES=82;SNV=84;INDEL=1;STRATIFIED_FDR=1.0
10511,AGAP2,ENST00000547588,.,.,0.15924796516819925,1.0,SAMPLES=89;SNV=96;INDEL=0;STRATIFIED_FDR=1.0
10512,SPHK1,ENST00000323374,.,.,0.15916650695134163,1.0,SAMPLES=27;SNV=25;INDEL=2;STRATIFIED_FDR=1.0
10513,CLEC4E,ENST00000299663,.,.,0.15912891600379414,1.0,SAMPLES=46;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
10514,DPAGT1,ENST00000409993,.,.,0.1591163864109625,1.0,SAMPLES=36;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
10515,ALLC,ENST00000252505,.,.,0.15906000771615994,1.0,SAMPLES=77;SNV=78;INDEL=0;STRATIFIED_FDR=1.0
10516,HECW2,ENST00000260983,.,.,0.158984847506237,1.0,SAMPLES=219;SNV=230;INDEL=0;STRATIFIED_FDR=1.0
10517,TMEM129,ENST00000382936,.,.,0.158984847506237,1.0,SAMPLES=11;SNV=10;INDEL=1;STRATIFIED_FDR=1.0
10518,OR4X1,ENST00000320048,.,.,0.15889091553184612,1.0,SAMPLES=67;SNV=70;INDEL=0;STRATIFIED_FDR=1.0
10519,ZNF823,ENST00000341191,.,.,0.158878392803456,1.0,SAMPLES=50;SNV=51;INDEL=0;STRATIFIED_FDR=1.0
10520,UPRT,ENST00000373383,.,.,0.1588408267846707,1.0,SAMPLES=42;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
10521,SFI1,ENST00000400288,.,.,0.15882204499374072,1.0,SAMPLES=85;SNV=84;INDEL=3;STRATIFIED_FDR=1.0
10522,CDK5RAP1,ENST00000346416,.,.,0.15881578457725978,1.0,SAMPLES=59;SNV=58;INDEL=2;STRATIFIED_FDR=1.0
10523,CLIP1,ENST00000540338,.,.,0.1587469259514669,1.0,SAMPLES=104;SNV=107;INDEL=3;STRATIFIED_FDR=1.0
10524,PDZD8,ENST00000334464,.,.,0.1586905951953133,1.0,SAMPLES=85;SNV=89;INDEL=2;STRATIFIED_FDR=1.0
10525,ITPRIP,ENST00000278071,.,.,0.15867181990013565,1.0,SAMPLES=51;SNV=52;INDEL=0;STRATIFIED_FDR=1.0
10526,PLEKHA4,ENST00000263265,.,.,0.15860298409476048,1.0,SAMPLES=91;SNV=91;INDEL=3;STRATIFIED_FDR=1.0
10527,TP53TG5,ENST00000372726,.,.,0.1585967268352544,1.0,SAMPLES=37;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
10528,TBPL1,ENST00000237264,.,.,0.15855918517132925,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
10529,KCNG2,ENST00000316249,.,.,0.1584716005737025,1.0,SAMPLES=54;SNV=53;INDEL=1;STRATIFIED_FDR=1.0
10530,GRID1,ENST00000327946,.,.,0.15846534520685343,1.0,SAMPLES=227;SNV=240;INDEL=1;STRATIFIED_FDR=1.0
10531,KIAA2026,ENST00000399933,.,.,0.15838403363578663,1.0,SAMPLES=138;SNV=143;INDEL=3;STRATIFIED_FDR=1.0
10532,NSL1,ENST00000366977,.,.,0.15835901775329178,1.0,SAMPLES=22;SNV=21;INDEL=1;STRATIFIED_FDR=1.0
10533,GRPEL1,ENST00000264954,.,.,0.1583277499263656,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
10534,RANBP6,ENST00000259569,.,.,0.15831524342589956,1.0,SAMPLES=89;SNV=87;INDEL=4;STRATIFIED_FDR=1.0
10535,ZNF282,ENST00000262085,.,.,0.1582777260852756,1.0,SAMPLES=56;SNV=59;INDEL=0;STRATIFIED_FDR=1.0
10536,VTA1,ENST00000367630,.,.,0.1582339599504254,1.0,SAMPLES=35;SNV=35;INDEL=1;STRATIFIED_FDR=1.0
10537,PUS1,ENST00000376649,.,.,0.15807768832054916,1.0,SAMPLES=35;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
10538,MYOC,ENST00000037502,.,.,0.15807143862480783,1.0,SAMPLES=76;SNV=78;INDEL=0;STRATIFIED_FDR=1.0
10539,FAM228A,ENST00000295150,.,.,0.15805269007718165,1.0,SAMPLES=6;SNV=5;INDEL=1;STRATIFIED_FDR=1.0
10540,KRT37,ENST00000225550,.,.,0.15804019149506973,1.0,SAMPLES=73;SNV=77;INDEL=0;STRATIFIED_FDR=1.0
10541,PSRC1,ENST00000369909,.,.,0.1580214442963085,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
10542,LIN54,ENST00000340417,.,.,0.15801519540988615,1.0,SAMPLES=46;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
10543,TAAR8,ENST00000275200,.,.,0.15801519540988615,1.0,SAMPLES=38;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
10544,LPPR4,ENST00000370185,.,.,0.15799020076328468,1.0,SAMPLES=140;SNV=144;INDEL=2;STRATIFIED_FDR=1.0
10545,KCTD11,ENST00000333751,.,.,0.1579402157851662,1.0,SAMPLES=22;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
10546,KIF4A,ENST00000374403,.,.,0.1579402157851662,1.0,SAMPLES=120;SNV=118;INDEL=4;STRATIFIED_FDR=1.0
10547,LMO3,ENST00000540445,.,.,0.15791522545331801,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
10548,MEPE,ENST00000424957,.,.,0.15782777061438424,1.0,SAMPLES=66;SNV=69;INDEL=0;STRATIFIED_FDR=1.0
10549,ZC3H6,ENST00000409871,.,.,0.15781527850347168,1.0,SAMPLES=69;SNV=69;INDEL=2;STRATIFIED_FDR=1.0
10550,SERPINA4,ENST00000557004,.,.,0.1577965410108111,1.0,SAMPLES=91;SNV=95;INDEL=0;STRATIFIED_FDR=1.0
10551,WFDC12,ENST00000372785,.,.,0.15775906845058446,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
10552,ABHD3,ENST00000289119,.,.,0.15771535454976002,1.0,SAMPLES=27;SNV=25;INDEL=2;STRATIFIED_FDR=1.0
10553,GPAM,ENST00000348367,.,.,0.1575904819298183,1.0,SAMPLES=67;SNV=69;INDEL=1;STRATIFIED_FDR=1.0
10554,KIF15,ENST00000326047,.,.,0.15754678499391944,1.0,SAMPLES=82;SNV=83;INDEL=0;STRATIFIED_FDR=1.0
10555,OR5M3,ENST00000312240,.,.,0.1575405429333965,1.0,SAMPLES=95;SNV=100;INDEL=0;STRATIFIED_FDR=1.0
10556,MPHOSPH9,ENST00000392425,.,.,0.15752805908149334,1.0,SAMPLES=70;SNV=72;INDEL=0;STRATIFIED_FDR=1.0
10557,MYO3A,ENST00000265944,.,.,0.15751557558842988,1.0,SAMPLES=286;SNV=304;INDEL=2;STRATIFIED_FDR=1.0
10558,SUPT7L,ENST00000337768,.,.,0.15751557558842988,1.0,SAMPLES=29;SNV=28;INDEL=1;STRATIFIED_FDR=1.0
10559,COPS7B,ENST00000350033,.,.,0.15749060967873924,1.0,SAMPLES=16;SNV=15;INDEL=1;STRATIFIED_FDR=1.0
10560,MS4A6E,ENST00000300182,.,.,0.15738452057101832,1.0,SAMPLES=31;SNV=30;INDEL=2;STRATIFIED_FDR=1.0
10561,DRAP1,ENST00000312515,.,.,0.15736580165365313,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
10562,PLA2G4E,ENST00000399518,.,.,0.15736580165365313,1.0,SAMPLES=51;SNV=53;INDEL=0;STRATIFIED_FDR=1.0
10563,MRPL40,ENST00000333130,.,.,0.15732836623921154,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
10564,EBAG9,ENST00000337573,.,.,0.15732836623921154,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
10565,AL627309.1,ENST00000423372,.,.,0.15723479181821468,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
10566,USP49,ENST00000373006,.,.,0.15723479181821468,1.0,SAMPLES=49;SNV=49;INDEL=1;STRATIFIED_FDR=1.0
10567,MKLN1,ENST00000352689,.,.,0.15715994679522585,1.0,SAMPLES=53;SNV=52;INDEL=3;STRATIFIED_FDR=1.0
10568,CDKN2AIPNL,ENST00000458198,.,.,0.15715994679522585,1.0,SAMPLES=8;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
10569,TRIM50,ENST00000333149,.,.,0.15715371029216482,1.0,SAMPLES=44;SNV=44;INDEL=0;STRATIFIED_FDR=1.0
10570,EAPP,ENST00000250454,.,.,0.15714123755470638,1.0,SAMPLES=24;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
10571,RRNAD1,ENST00000368216,.,.,0.157116293154372,1.0,SAMPLES=38;SNV=38;INDEL=1;STRATIFIED_FDR=1.0
10572,PANK2,ENST00000316562,.,.,0.157116293154372,1.0,SAMPLES=30;SNV=28;INDEL=2;STRATIFIED_FDR=1.0
10573,TMEM66,ENST00000256255,.,.,0.1571100572781447,1.0,SAMPLES=27;SNV=25;INDEL=2;STRATIFIED_FDR=1.0
10574,B4GALT2,ENST00000309519,.,.,0.1571100572781447,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
10575,PROK1,ENST00000271331,.,.,0.15710382149145474,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
10576,CYR61,ENST00000451137,.,.,0.1570601734914565,1.0,SAMPLES=17;SNV=17;INDEL=1;STRATIFIED_FDR=1.0
10577,FUNDC1,ENST00000378045,.,.,0.1570539384209732,1.0,SAMPLES=9;SNV=8;INDEL=1;STRATIFIED_FDR=1.0
10578,AP4S1,ENST00000216366,.,.,0.1570352337465984,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
10579,SRCIN1,ENST00000264659,.,.,0.15702276441121893,1.0,SAMPLES=92;SNV=96;INDEL=1;STRATIFIED_FDR=1.0
10580,KRTAP4-11,ENST00000391413,.,.,0.1569604231039944,1.0,SAMPLES=33;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
10581,LIPG,ENST00000261292,.,.,0.15692925580588188,1.0,SAMPLES=55;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
10582,ZC2HC1B,ENST00000237275,.,.,0.1569230226146582,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
10583,CMSS1,ENST00000421999,.,.,0.15687939278083743,1.0,SAMPLES=41;SNV=40;INDEL=1;STRATIFIED_FDR=1.0
10584,ERI2,ENST00000357967,.,.,0.1568357673296908,1.0,SAMPLES=19;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
10585,ARHGAP42,ENST00000298815,.,.,0.15679837757343432,1.0,SAMPLES=31;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
10586,TMEM260,ENST00000261556,.,.,0.15679837757343432,1.0,SAMPLES=47;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
10587,PTTG2,ENST00000504686,.,.,0.15676722190199055,1.0,SAMPLES=21;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
10588,TEAD4,ENST00000359864,.,.,0.15674229897398148,1.0,SAMPLES=50;SNV=52;INDEL=0;STRATIFIED_FDR=1.0
10589,GCKR,ENST00000264717,.,.,0.15673606846545035,1.0,SAMPLES=73;SNV=77;INDEL=2;STRATIFIED_FDR=1.0
10590,OR5A2,ENST00000302040,.,.,0.15672983804630244,1.0,SAMPLES=52;SNV=54;INDEL=0;STRATIFIED_FDR=1.0
10591,NGRN,ENST00000379095,.,.,0.15670491726349287,1.0,SAMPLES=10;SNV=9;INDEL=2;STRATIFIED_FDR=1.0
10592,HRG,ENST00000232003,.,.,0.15669245740832133,1.0,SAMPLES=71;SNV=74;INDEL=0;STRATIFIED_FDR=1.0
10593,OR5B17,ENST00000357377,.,.,0.15668622761478482,1.0,SAMPLES=74;SNV=74;INDEL=1;STRATIFIED_FDR=1.0
10594,KCNJ3,ENST00000295101,.,.,0.1566363924833386,1.0,SAMPLES=147;SNV=150;INDEL=2;STRATIFIED_FDR=1.0
10595,GRIN3A,ENST00000361820,.,.,0.1566114770619125,1.0,SAMPLES=223;SNV=239;INDEL=4;STRATIFIED_FDR=1.0
10596,GCK,ENST00000345378,.,.,0.15660524842989254,1.0,SAMPLES=63;SNV=64;INDEL=1;STRATIFIED_FDR=1.0
10597,ARHGAP32,ENST00000310343,.,.,0.15659901988720204,1.0,SAMPLES=164;SNV=166;INDEL=4;STRATIFIED_FDR=1.0
10598,KCNK4,ENST00000539216,.,.,0.1565741066096835,1.0,SAMPLES=34;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
10599,DMRT1,ENST00000382276,.,.,0.15656787851360196,1.0,SAMPLES=47;SNV=47;INDEL=1;STRATIFIED_FDR=1.0
10600,RALGPS2,ENST00000367635,.,.,0.1565554225893786,1.0,SAMPLES=50;SNV=51;INDEL=2;STRATIFIED_FDR=1.0
10601,MRPS35,ENST00000081029,.,.,0.1565554225893786,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
10602,C7orf60,ENST00000297145,.,.,0.15654919476123166,1.0,SAMPLES=53;SNV=54;INDEL=0;STRATIFIED_FDR=1.0
10603,HINT2,ENST00000259667,.,.,0.1565242843416827,1.0,SAMPLES=9;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
10604,SH3D19,ENST00000304527,.,.,0.15651805696004226,1.0,SAMPLES=46;SNV=44;INDEL=3;STRATIFIED_FDR=1.0
10605,OTOP2,ENST00000331427,.,.,0.15651805696004226,1.0,SAMPLES=66;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
10606,CCDC89,ENST00000316398,.,.,0.15647446778863738,1.0,SAMPLES=39;SNV=39;INDEL=1;STRATIFIED_FDR=1.0
10607,GALNS,ENST00000268695,.,.,0.15644333534452745,1.0,SAMPLES=51;SNV=52;INDEL=1;STRATIFIED_FDR=1.0
10608,IDE,ENST00000265986,.,.,0.15642465694923677,1.0,SAMPLES=63;SNV=63;INDEL=1;STRATIFIED_FDR=1.0
10609,CST11,ENST00000377009,.,.,0.15641220513198997,1.0,SAMPLES=21;SNV=22;INDEL=1;STRATIFIED_FDR=1.0
10610,VGF,ENST00000249330,.,.,0.15638730256847716,1.0,SAMPLES=27;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
10611,FAM71C,ENST00000324341,.,.,0.15634372651796624,1.0,SAMPLES=43;SNV=42;INDEL=2;STRATIFIED_FDR=1.0
10612,ADAMTS8,ENST00000257359,.,.,0.15633750172480157,1.0,SAMPLES=91;SNV=97;INDEL=0;STRATIFIED_FDR=1.0
10613,IFNA5,ENST00000259555,.,.,0.15619435610139376,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
10614,ZMAT2,ENST00000274712,.,.,0.15613213358715303,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
10615,ARL14EP,ENST00000282032,.,.,0.15600149531766347,1.0,SAMPLES=20;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
10616,ZNF426,ENST00000535489,.,.,0.15599527542777097,1.0,SAMPLES=45;SNV=45;INDEL=0;STRATIFIED_FDR=1.0
10617,CD69,ENST00000228434,.,.,0.1559890556269573,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
10618,VPS13A,ENST00000360280,.,.,0.1559890556269573,1.0,SAMPLES=200;SNV=205;INDEL=5;STRATIFIED_FDR=1.0
10619,HPCAL1,ENST00000381765,.,.,0.1559890556269573,1.0,SAMPLES=26;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
10620,GRHL1,ENST00000324907,.,.,0.15588955092658854,1.0,SAMPLES=73;SNV=74;INDEL=1;STRATIFIED_FDR=1.0
10621,OR4N5,ENST00000333629,.,.,0.1558771144418965,1.0,SAMPLES=98;SNV=100;INDEL=0;STRATIFIED_FDR=1.0
10622,STARD3NL,ENST00000009041,.,.,0.15580872014121994,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
10623,TCEAL4,ENST00000472745,.,.,0.15577763538303074,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
10624,AKR1D1,ENST00000242375,.,.,0.1557652021027005,1.0,SAMPLES=67;SNV=71;INDEL=0;STRATIFIED_FDR=1.0
10625,NELL2,ENST00000333837,.,.,0.15570925674565686,1.0,SAMPLES=134;SNV=134;INDEL=5;STRATIFIED_FDR=1.0
10626,CCDC88A,ENST00000336838,.,.,0.1556719638443499,1.0,SAMPLES=146;SNV=152;INDEL=1;STRATIFIED_FDR=1.0
10627,NDUFB1,ENST00000329559,.,.,0.1556533185945069,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=1.0
10628,IL1A,ENST00000263339,.,.,0.15556010435064632,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
10629,LIMA1,ENST00000394943,.,.,0.15544206168887742,1.0,SAMPLES=64;SNV=67;INDEL=2;STRATIFIED_FDR=1.0
10630,PAX1,ENST00000398485,.,.,0.1554296380117331,1.0,SAMPLES=105;SNV=108;INDEL=0;STRATIFIED_FDR=1.0
10631,HIPK3,ENST00000303296,.,.,0.15537994685683937,1.0,SAMPLES=81;SNV=82;INDEL=1;STRATIFIED_FDR=1.0
10632,OSGEP,ENST00000206542,.,.,0.15533026138686334,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
10633,CD9,ENST00000382518,.,.,0.1552805816005044,1.0,SAMPLES=20;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
10634,AMPD3,ENST00000396554,.,.,0.1552309074964623,1.0,SAMPLES=77;SNV=83;INDEL=0;STRATIFIED_FDR=1.0
10635,THADA,ENST00000405006,.,.,0.15519986406641,1.0,SAMPLES=139;SNV=143;INDEL=3;STRATIFIED_FDR=1.0
10636,CEP89,ENST00000305768,.,.,0.15518744731567935,1.0,SAMPLES=71;SNV=74;INDEL=1;STRATIFIED_FDR=1.0
10637,ZFP37,ENST00000374227,.,.,0.15507571253133073,1.0,SAMPLES=77;SNV=82;INDEL=2;STRATIFIED_FDR=1.0
10638,GCNT4,ENST00000322348,.,.,0.15503847399052306,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
10639,DDX51,ENST00000397333,.,.,0.15497641685055447,1.0,SAMPLES=42;SNV=42;INDEL=0;STRATIFIED_FDR=1.0
10640,VLDLR,ENST00000382100,.,.,0.15494539160555065,1.0,SAMPLES=48;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
10641,MPLKIP,ENST00000306984,.,.,0.1549329821281117,1.0,SAMPLES=9;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
10642,CNGA3,ENST00000393504,.,.,0.15489575582317416,1.0,SAMPLES=139;SNV=143;INDEL=2;STRATIFIED_FDR=1.0
10643,MOB1B,ENST00000309395,.,.,0.15485232916666128,1.0,SAMPLES=22;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
10644,FBXO5,ENST00000229758,.,.,0.15482751588387192,1.0,SAMPLES=23;SNV=24;INDEL=1;STRATIFIED_FDR=1.0
10645,PSMD8,ENST00000215071,.,.,0.15482131278468372,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
10646,MSH4,ENST00000263187,.,.,0.15482131278468372,1.0,SAMPLES=121;SNV=122;INDEL=3;STRATIFIED_FDR=1.0
10647,CYP2S1,ENST00000310054,.,.,0.15480270401870086,1.0,SAMPLES=63;SNV=64;INDEL=1;STRATIFIED_FDR=1.0
10648,TLN1,ENST00000314888,.,.,0.1547840960500372,1.0,SAMPLES=179;SNV=182;INDEL=1;STRATIFIED_FDR=1.0
10649,TUBD1,ENST00000325752,.,.,0.15477789357098617,1.0,SAMPLES=41;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
10650,ISLR,ENST00000249842,.,.,0.1547592866653085,1.0,SAMPLES=55;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
10651,INF2,ENST00000392634,.,.,0.15475308454056597,1.0,SAMPLES=77;SNV=78;INDEL=3;STRATIFIED_FDR=1.0
10652,RAP1GAP,ENST00000542643,.,.,0.15466626409295142,1.0,SAMPLES=54;SNV=55;INDEL=1;STRATIFIED_FDR=1.0
10653,SAMD5,ENST00000367474,.,.,0.15465386258859146,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
10654,MYL7,ENST00000223364,.,.,0.15463526099602265,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
10655,KIAA0226,ENST00000296343,.,.,0.15460426011216233,1.0,SAMPLES=93;SNV=97;INDEL=1;STRATIFIED_FDR=1.0
10656,ITGB3BP,ENST00000371092,.,.,0.1545980602009307,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
10657,ST8SIA2,ENST00000268164,.,.,0.15457946099827102,1.0,SAMPLES=69;SNV=71;INDEL=0;STRATIFIED_FDR=1.0
10658,OR1J2,ENST00000335302,.,.,0.15456086259211133,1.0,SAMPLES=58;SNV=60;INDEL=1;STRATIFIED_FDR=1.0
10659,C5,ENST00000223642,.,.,0.1545546633003796,1.0,SAMPLES=120;SNV=120;INDEL=3;STRATIFIED_FDR=1.0
10660,KLK4,ENST00000324041,.,.,0.15447408055952772,1.0,SAMPLES=39;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
10661,LRRN1,ENST00000319331,.,.,0.1544616845417759,1.0,SAMPLES=100;SNV=107;INDEL=0;STRATIFIED_FDR=1.0
10662,COA3,ENST00000328434,.,.,0.1543997097597335,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
10663,CRYGC,ENST00000282141,.,.,0.15430056850018314,1.0,SAMPLES=30;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
10664,CXCL6,ENST00000226317,.,.,0.15421383845957412,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
10665,GMDS,ENST00000380815,.,.,0.15418906162891383,1.0,SAMPLES=44;SNV=45;INDEL=0;STRATIFIED_FDR=1.0
10666,TMEM242,ENST00000400788,.,.,0.15412093263224766,1.0,SAMPLES=13;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
10667,HELZ2,ENST00000467148,.,.,0.15412093263224766,1.0,SAMPLES=218;SNV=230;INDEL=4;STRATIFIED_FDR=1.0
10668,ATG14,ENST00000247178,.,.,0.15411473961702646,1.0,SAMPLES=37;SNV=36;INDEL=2;STRATIFIED_FDR=1.0
10669,COLQ,ENST00000383788,.,.,0.15407139098303915,1.0,SAMPLES=45;SNV=45;INDEL=1;STRATIFIED_FDR=1.0
10670,ITGAM,ENST00000544665,.,.,0.15405900645371903,1.0,SAMPLES=159;SNV=168;INDEL=1;STRATIFIED_FDR=1.0
10671,LUM,ENST00000266718,.,.,0.1540094718677625,1.0,SAMPLES=76;SNV=76;INDEL=0;STRATIFIED_FDR=1.0
10672,SLC2A10,ENST00000359271,.,.,0.15399089785451991,1.0,SAMPLES=78;SNV=84;INDEL=0;STRATIFIED_FDR=1.0
10673,A4GNT,ENST00000236709,.,.,0.15389803970210816,1.0,SAMPLES=53;SNV=54;INDEL=1;STRATIFIED_FDR=1.0
10674,SLC25A3,ENST00000228318,.,.,0.1538732808809451,1.0,SAMPLES=29;SNV=28;INDEL=2;STRATIFIED_FDR=1.0
10675,TCTEX1D4,ENST00000372200,.,.,0.15383614529552983,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
10676,LYSMD4,ENST00000344791,.,.,0.15382376747266546,1.0,SAMPLES=28;SNV=27;INDEL=1;STRATIFIED_FDR=1.0
10677,CIRH1A,ENST00000314423,.,.,0.1537804478705729,1.0,SAMPLES=46;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
10678,CACNB3,ENST00000301050,.,.,0.15373094504434243,1.0,SAMPLES=40;SNV=42;INDEL=1;STRATIFIED_FDR=1.0
10679,PFDN5,ENST00000551018,.,.,0.1537123829391301,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
10680,TMPRSS11A,ENST00000334830,.,.,0.15359484135944115,1.0,SAMPLES=56;SNV=55;INDEL=1;STRATIFIED_FDR=1.0
10681,AP1M2,ENST00000250244,.,.,0.1535700998168766,1.0,SAMPLES=43;SNV=42;INDEL=1;STRATIFIED_FDR=1.0
